Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Kia Sportage (Topic Ufficiale - 2010),https://www.autopareri.com/forums/topic/36943-kia-sportage-topic-ufficiale-2010?&page=24#comments,2010-12-30 11:25:18,tony_messy,,invece di parlare di problemi e impressioni delle nostre auto qui si è aperto un litigio tra due utenti...finitela ragazzi... ,,,,,,,,,,,,,,
Mazda 2  2015,https://www.autopareri.com/forums/topic/55773-mazda-2-2015?&page=15#comments,2014-07-19 11:24:33,Ospite,,"Io comunque ci metterei dei cerchi da 17"" dal design sportivo se li merita. Quelli dell'allestimento top in foto mi fanno un po' effetto ruotine. ",,,,,,,,,,,,,,
Giulia 180 cv vs 190 cv,https://forum.quattroruote.it/threads/giulia-180-cv-vs-190-cv.121964/page-2,3 Maggio 2019 alle 18:26,Ax-80,"""In effetti in questo bell'articolo si descrivono già per le precedenti versioni 2 diverse soluzioni del circuito di raffreddament quello sdoppiato per 210 CV e 150 CV ECO e quello unico per le altre. Per entrambe è previsto il raffreddamento ad acqua del turbo. Se ora questo non fosse più previst dovrebbero cambiare addirittura la fusione del turbo per le versioni intermedie: mi sembrerebbe molto strano e non motivato dalla sola esigenza di raffreddare l'iniettore ADblue.""",Infatti. Pare strano. Tra l’altro già la stessa turbina su cuscinetti non si trova sempre ,,,,,,,,,,,,,,
Ford Mondeo 2014,https://www.autopareri.com/forums/topic/45798-ford-mondeo-2014?&page=12#comments,2012-09-06 07:18:23,Pandino,,Uh hanno rubato il colore dalla Y10 di mia nonna... Imho il frontale QUI è molto carino ,,,,,,,,,,,,,,
Fiat Bravo,https://www.bmwpassion.com/forum/threads/fiat-bravo.32580/page-3,2004-08-23 00:00:00,mamo,,La nuova bravo e' stata fatta dalla piattaforma stilo ? quindi e' una ricarrozzata della stilo stesse sospensioni...per quello c'hanno messo poco a farla.... ,,,,,,,,,,,,,,
Ibiza FR 1.2 tsi,https://forum.quattroruote.it/threads/ibiza-fr-1-2-tsi.84852/,2014-01-07 00:00:00,puntorulez,,questa mi lascia senza parole... ormai è qualche mese che ho praticamente deciso di comprare il 5 porte fr 1.2 tsi ma sto aspettando notizie certe sui soldi che me lo permetterebbero... e viene fuori che la vogliono eliminare ! 2014 quando ? da subito ? in germania vendono pure il 1.4 tsi e da noi invece vogliono segare ancora di più le gambe... pietoso ,,,,,,,,,,,,,,
Sondaggio:in fiat stanno trascurando i benza?,https://www.autopareri.com/forums/topic/15627-sondaggioin-fiat-stanno-trascurando-i-benza?&page=2#comments,2005-09-25 00:42:24,nunoHGT,,Non 'e tanto il problema che FIat a trascurato i motori benzina mah si che a puntato tutto su diesel Croma per esempio secondo me é stati una decisioni intelligenti ! Le vendite di Gpunto 159 Croma sarana a magioranza diesel. ,,,,,,,,,,,,,,
Kia Sportage (Topic Ufficiale - 2010),https://www.autopareri.com/forums/topic/36943-kia-sportage-topic-ufficiale-2010?&page=403#comments,2011-03-31 08:43:20,Mrv10,,si c'è l'isofix di serie ,,,,,,,,,,,,,,
Porsche: stampa 3D per i ricambi delle auto d'epoca - HDmotori.it,http://www.hdmotori.it/2018/02/12/porsche-classic-stampa-3d-ricambi-auto-epoca/,2018-02-13 01:08:00,peyotefree,,Si é vero.. ma stiamo parlando di bulloneria..Come se un auto perdesse valore con i sedili rifoderati ( anzi ) ,,,,,,,,,,,,,,
Gioiamo amici nel 2019....,https://forum.quattroruote.it/threads/gioiamo-amici-nel-2019.120351/page-3,2019-01-22 00:00:00,Aksis,"'Quello che si compra l'A3 1.6 tdi o 1.0 tsi allestimento base almeno e' coerente anche se ha scelto una A3 base. Comunque ci sono anche gli allestimenti Top di gamma votati al confort e al ""lusso"" vedi il Vignale della Ford o il Design dell'Audi che hanno piu senso se scegli un 1.6 TDI. Se prendi un allestimento con caratterizzazioni sportive (quindi con sedil volant cerchi maggiorat caratterizzazioni estetiche) logica vuole che sotto il cofano ci metti un motore che brucia benzina e almeno con uno 0 100 sotto i 8/9 sec. altrimenti io lo vedo poco coerente'",Quindi secondo questo ragionamento chi compra per esempio una Mercedes Benz deve prenderla versione Business perchè se la prende Sport o Premium deve prenderla con un motore solo a benzina e che faccia uno 0/100 in 8/9 secondi ? Secondo me uno dovrebbe poter comprare il motore e l'allestimento che più gli piace in base alle sue disponibilità o precise scelte ( avere più di una macchina ad esempio ) che poi è quello che ho fatto io la mia auto da lavoro l'ho presa versione Premium ( più sportiva dentro e fuori e più accessoriata ) con un 2.2 a gasolio che è tutto tranne che sportivo e non mi considero un vorrei ma non posso poi ad ognuno il suo metro di giudizio ci mancherebbe ! ,,,,,,,,,,,,,,
La percorrenza delle nostre Honda: Aggiornamento in progress,https://forum.quattroruote.it/threads/la-percorrenza-delle-nostre-honda-aggiornamento-in-progress.49981/page-17,2014-04-10 00:00:00,seaman55,,Insight EX MY 2010: 50000 km in 30 mesi tutto ok 2 tagliandi ordinari sempre più agile e piacevole da guidare ! ,,,,,,,,,,,,,,
Info su misura maggiorata Spark 1000 LS,https://forum.quattroruote.it/threads/info-su-misura-maggiorata-spark-1000-ls.92959/,2014-12-19 00:00:00,fabiologgia,"""Buongiorn purtroppo siamo alle solit come per il precedente cambio gomme continuo ad avere problemi alla reperibilità della misura 155/70 R14 da parte del gommist il quale mi ha consigliato misure alternative (da libretto ossia 165/65 R14 molto più reperibil possibilità di variare con più marche e quindi competitività di costi. Volevo sapere da chi ha cambiato la misura delle gomme originali con quella di un cm più grande come si fosse trovato (al di la dell'aumento nei consumi guidabilit confort e soprattutto se si fosse accentuata la lentezza di marcia dell'aut visto che il 1000 cc è noto per la sua ripresa da bradipo. Vi preg rispondete grazie.""",Tipico problema delle auto coreane l'ho affrontato con la ex Hyundai di mia moglie. Mettono misure di gomme strane prodotte praticamente solo dalle loro Case produttrici poco reperibili e costose qui da noi. Venendo al dunque tra quelle misure la differenza è inavvertibile sia come larghezza che come circonferenza di rotolamento. Ciò significa che non noterai alcun cambiamento né a livello di guidabilità né a livello di prestazioni al massimo se sei molto sensibile potrai accorgerti di un leggero irrigidimento della vettura nei curvoni veloci ( con diminuzione del rollio ) e nelle asperità secche come i tombini o le giunzioni stradali tutto ciò a causa del fianco proporzionalmente più basso. Ma stiamo parlando proprio di sottigliezze apprezzabili da piloti esperti...... Saluti ,,,,,,,,,,,,,,
"Differenze... possibile siano così ""sentite"" allo sterzo?",http://www.porschemania.it/discus/messages/502416/372994.html?1208297235,2008-04-14 14:27:00,ndru_s_550,,"Si intendevo uguale all'originale solo piu' "" trasparente"" Allora dovrebbe fare un bel po' di rumore ! forse un po' troppo di aspirazione e magari dovresti compensare con un po' di marmitta per renderlo piu' metallico....mah Facci sapere .",,,,,,,,,,,,,,
Mitsubishi ASX 1.6 benzina,https://forum.quattroruote.it/threads/mitsubishi-asx-1-6-benzina.40417/,2010-12-27 00:00:00,Cedrone72,,"Dopo altri 300 km circa posso aggiungere che il comfort di marcia è buono l'abitacolo si scalda velocemente ( cosa molto apprezzata con -5/6 gradi fuori ) e che mi pare il cambio si stia ammorbidendo. Aspetti ""negativi"" sono l'apertura delle portiere posteriori troppo sacrificata ( faccio fatica a sistemare il pargolo sul seggiolino ) e ma quaesto lo sapevo in fase di acquisto la mancanza del ripiegamento elettrico degli specchietti. ",,,,,,,,,,,,,,
Fiat SUV.....,https://www.bmwpassion.com/forum/threads/fiat-suv.17354/page-2,2004-09-13 00:00:00,Emiliano,'N sto parlando della 156 Crosswagon! ',non vorrei darti una delusione...ma è una delle auto più vendute.Ampiamente sopra le stime ! ,,,,,,,,,,,,,,
Abarth 124 GT (e spider),https://forum.quattroruote.it/threads/abarth-124-gt-e-spider.115189/page-3,2018-06-21 00:00:00,mg27,'Dipende principalmente da Mazda..',Sicuramente...qui fiat ci ha messo solo aiuto economico. E in parte il set up del motore-assetto per le proprie versioni. Però ne è uscita una buona auto a mio parere anche grazie al fatto che la nuova mx-5 forse è la migliore dopo la prima serie. ,,,,,,,,,,,,,,
Alfa Romeo 4C,https://forum.quattroruote.it/threads/alfa-romeo-4c.74909/page-107,2013-12-31 00:00:00,transaxle73,,"Addirittura nel 2015 ? Azz..... come farai a resistere ? Ma quante ne assemblano a Modena.... 3 al giorno ? Non so che dirti hai letto bene le clausole contrattuali al momento del primo acconto ? Cmq guarda il bicchiere mezzo pieno in ogni caso ti sei assicurato un pezzo di assoluto pregio destinato ad una più che certa rivalutazione futura sempre che rispettino l'attuale ritmo produttivo. Poi avrai la certezza di entrare in possesso di un esemplare già ""migliorato"" ed esente dai primi inevitabili difetti di gioventù. In ogni caso auguri e buon anno. ",,,,,,,,,,,,,,
Kia Sportage - Accessori after-market,https://www.autopareri.com/forums/topic/42308-kia-sportage-accessori-after-market?&page=3#comments,2011-03-14 21:22:23,MVAgusta,,"Vi seguo anch'io con molto interesse :shock: ... alcuni accessori mi piacciono molto altri forse sono un po' pesanti...sono curioso di vedere quante cose riuscite a trovare e comprare ( e montare ) ... ma la cromatura della mascherina centrale davanti esiste ? ? ho visto tutta la mascherina da sostituire integralmente ma solo le cromature ( come la class ) non le ho ancora trovate... mano agli esperti .. chi prima le trova vince il ""tamarro d' oro "" ! ! ! ",,,,,,,,,,,,,,
[BRA] Fiat Palio Fire 2014,https://www.autopareri.com/forums/topic/53966-bra-fiat-palio-fire-2014?&page=2#comments,2014-05-12 11:24:18,Pandino,,E' pur sempre una macchina per il Brasile... ,,,,,,,,,,,,,,
Qualcuno ha comprato la nuova opel corsa? Com'è? Pregi e difetti?,https://forum.quattroruote.it/threads/qualcuno-ha-comprato-la-nuova-opel-corsa-com%C3%A8-pregi-e-difetti.101352/,2016-03-30 00:00:00,stego3,,Ciao mi rivolgo a chi ha comprato la Corsa GPL 1 4 da 90 cv quanti chilometri ci fate con un pieno di GPL e se l'auto è molto lenta in fase di ripresa ? Grazie ,,,,,,,,,,,,,,
Mondiale F.1 - GP del Messico  2018,https://forum.quattroruote.it/threads/mondiale-f-1-gp-del-messico-2018.119013/page-4,2018-10-26 00:00:00,Gilles82A,'Ma quanto dura il predominio Pirelli in F1? Magari dandoci un cambi ogni tot anni ( ma non secoli ) forse le cose andrebbero meglio.',non lo so ma mi auguro fortemente ancora per poco.. c'è più di una macchia sul gommista italiano secondo me..... di cui una grande come una casa.. ,,,,,,,,,,,,,,
Aggiornamento dieselgate 1.6,https://forum.quattroruote.it/threads/aggiornamento-dieselgate-1-6.108184/,2017-01-16 00:00:00,nicola5ruggieri,,Ma nessuno di voi che ha una 1.6 ha avuto problemi ? ripeto non è un problemone avere questo singhiozzo un fastidio più che altro ma mi interessa sapere almeno se qualcuno ha notato delle differenze anche minime come in questo caso. ,,,,,,,,,,,,,,
Alfa Romeo 4C 2013,https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=966#comments,2015-02-05 17:01:27,redaelly,,va be cambiamo discorso che porta sfiga Ho un altro problema se metto la macchina nel secondo box non riesco ad aprire bene la portiera e di conseguenza non riesco a scendere. Se monto delle cerniere tipo lambo sulle portiere ...che dite... ,,,,,,,,,,,,,,
Colonnina EVAD Fast Distributore IP Cornegliano Laudense LO SP235 Km 31,https://www.forumelettrico.it/forum/topic1550.html?sid=9b3d6660a00250109c0902db2fb0b90b,2017-10-09 21:18:00,roberto72,'Settimana scorsa avevo ricaricato in questa stazione con la mia i3..oggi purtroppo mi staccava la corrente come quella di fidenza...meno male che ho il range extender perchè ragazzi diciamocela tutt al momento sono innaffidabili ste colonnine...',"Immagino che ti riferisci alla CCS Combo2.<img alt=""Immagine"" class=""postimage"" src=""https://images.spritmonitor.de/820587_2.png""/>",,,,,,,,,,,,,,
Porte che scorrono e si aprono. Cosa ne pensate?,https://www.autopareri.com/forums/topic/15969-porte-che-scorrono-e-si-aprono-cosa-ne-pensate,2005-10-05 21:58:07,elsombrero,,Ciao Il sistema da te descritto esiste + o - sulla Meredes CL http://www.familycar.com/RoadTests/MercedesCL600/Images/DoorPanel.jpg ,,,,,,,,,,,,,,
Suzuki jimny 2018,https://forum.quattroruote.it/threads/suzuki-jimny-2018.112081/page-17,2018-07-30 00:00:00,A-80,,Anche a me mi consigliarono di usare l integrale in discesa innevata ( col terrano ) ,,,,,,,,,,,,,,
Robotizzato 8 rapporti (4x2) grazie al riduttore,https://www.autopareri.com/forums/topic/39444-robotizzato-8-rapporti-4x2-grazie-al-riduttore,2010-08-21 15:48:31,Ario_,,A me sembra un'ottima idea ! ,,,,,,,,,,,,,,
Scénic XMod - Topic Ufficiale,https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-41,2010-02-09 00:00:00,FITNESS1983,"maze ha scritto: _Motor_ ha scritto: SPEGNIMENTO MOTORE CON MACCHINA IN MOTO Ritengo che l?interruttore START/STOP non funzioni in modo sicuro. Infatti a veicolo in moto non è possibile spegnere il motore premendo il tasto STO né con marcia inserita né con motore a folle. Per arrestare il motore è necessario che il veicolo sia fermo (v=0 km/h)... Mi pare di aver letto che basta premere in rapida sequenza per 5 (?) volte il tasto start/sto però non ho mai provato ...... Beh... sto uscendo... vado a provare subito. Ma dove l'hai letto?... non mi ricordo ma ... FUNZIONA ! Come uno scemo sono uscito or ora a fare la prova: provato per 3 volte ed ha sempre funzionat sia in discesa (ed una volta ho rimesso in moto ""a strappo"") che in salita (qui è tutto un su e giù). Ogni volta poi è apparsa la scritta ESP disattivato. "" maze ha scritto: _Motor_ ha scritto: SPEGNIMENTO MOTORE CON MACCHINA IN MOTO Ritengo che l?interruttore START/STOP non funzioni in modo sicuro. Infatti a veicolo in moto non è possibile spegnere il motore premendo il tasto STO né con marcia inserita né con motore a folle. Per arrestare il motore è necessario che il veicolo sia fermo (v=0 km/h)... Mi pare di aver letto che basta premere in rapida sequenza per 5 (?) volte il tasto start/sto però non ho mai provato ...... Beh... sto uscendo... vado a provare subito. Ma dove l'hai letto? ' _Motor_ ha scritto: SPEGNIMENTO MOTORE CON MACCHINA IN MOTO Ritengo che l?interruttore START/STOP non funzioni in modo sicuro. Infatti a veicolo in moto non è possibile spegnere il motore premendo il tasto STO né con marcia inserita né con motore a folle. Per arrestare il motore è necessario che il veicolo sia fermo (v=0 km/h)... Mi pare di aver letto che basta premere in rapida sequenza per 5 (?) volte il tasto start/sto però non ho mai provato ... 'SPEGNIMENTO MOTORE CON MACCHINA IN MOTO Ritengo che l?interruttore START/STOP non funzioni in modo sicuro. Infatti a veicolo in moto non è possibile spegnere il motore premendo il tasto STO né con marcia inserita né con motore a folle. Per arrestare il motore è necessario che il veicolo sia fermo (v=0 km/h)'",perfetto un plauso agli ingegneri. ,,,,,,,,,,,,,,
Alfa Romeo MiTo (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/27704-alfa-romeo-mito-topic-ufficiale-2008?&page=207#comments,2008-04-02 14:56:04,blueyes,,scusa ma un segmento B che promette un certo tipo di prestazioni e che non ha delle sospensioni nobili come minimo deve avere una gommatura generosa... Tutta questa avversita' contro le ruote grandi non la capisco... ,,,,,,,,,,,,,,
Volkswagen Golf VI GTI (Topic Ufficiale - 2009),https://www.autopareri.com/forums/topic/33049-volkswagen-golf-vi-gti-topic-ufficiale-2009,2009-02-01 09:11:59,Arcy79,,l'unica cosa bella e particolare di questa vettura erano i fari ed il loro design interno averli tolti la banalizza molto IMHO ,,,,,,,,,,,,,,
Fiat 124 Spider 2016,https://www.autopareri.com/forums/topic/59843-fiat-124-spider-2016?&page=104#comments,2016-02-13 23:11:11,alederme,,questa è una questione che riguarda bmw audi md e porsche sulla 124 ci sono pochi optional anche qui si vede la poca serietà dei produttori tedeschi che ti fanno vedere sulle riviste auto irrealistiche queste politiche vanno penalizzate ,,,,,,,,,,,,,,
Assetto Rio 1.4 diesel,https://forum.quattroruote.it/threads/assetto-rio-1-4-diesel.69376/,2012-09-14 00:00:00,Andruet,"A parte i problemi di vuoti di erogazione del 4 90cv di cui si è parlato in altra discussion secondo me questa macchina ha dei discreti problemi di tenuta di strada... Il posteriore è sensibilissimo ai cambi di traiettoria (la coda si scompone su asciutto facilment non immagino cosa fa quando piove...) mentre l'anteriore ha gli ammortizzatori che ""pompano"" e vanno fissi a tampone anche su cunette non esagerate prese a 70 all'ora... il tutto costringe a un superlavoro l'ESP e il TCS con continui tagli dell'alimentazione al minimo saltellamento di ruota. E tutto questo a macchina NUOVA... quando avrà 50mila km che farà? Mah... sempre piu' dubbioso...... Ciao Andrue rieccomi qui!!! Stavolta non per parlare di Peugeo ma di Kia Rio... Mia moglie ha una 1.4 crdi ex plus pack con ruote da 17"" ancora una volt non condivido quello che dici.... L'unico vero ""difetto se così vogliamo chiamarl è un certo vuoto sotto i 1800 gir ampiamente compensato dal tiro quasi sportivo sopra tale regime e con buona progressione fino a 4300 giri. Un po' come i vecchi Tdi iniettori pompa niente sotto troppo sopra... La causa è sicuramente da imputare alle normative euro 5 e alla turbina a geometria fissa. Sotto il punto di vista dinamic l'unico appunto lo posso muovere allo sterz troppo leggero anche in velocit ma come sospensioni mi sembrano all'altezza anche tenendo una guida vivac con le ruote da 17"" anche troppo sportiva nella taratura. Il consigilo che posso dare è di farla visionar visto che anche Kia Venga e Hyundai ix20 hanno manifestato problemi proprio alle sospensioni posteriori. ... O.T. : la 308 va benissimo. 8) 90.000 km e 2 lampadine luci diurne sostituite... ieri le ho regalato la rimappatura della centralin adesso va che è una fucilata... Ciao. Christian. 'A parte i problemi di vuoti di erogazione del 4 90cv di cui si è parlato in altra discussion secondo me questa macchina ha dei discreti problemi di tenuta di strada... Il posteriore è sensibilissimo ai cambi di traiettoria (la coda si scompone su asciutto facilment non immagino cosa fa quando piove...) mentre l'anteriore ha gli ammortizzatori che ""pompano"" e vanno fissi a tampone anche su cunette non esagerate prese a 70 all'ora... il tutto costringe a un superlavoro l'ESP e il TCS con continui tagli dell'alimentazione al minimo saltellamento di ruota. E tutto questo a macchina NUOVA... quando avrà 50mila km che farà? Mah... sempre piu' dubbioso...'",La macchina ha le ruote di 15 le sospensioni saltano gli ammo anteriori vanno a pacco la tenuta di strada è precaria sul bagnato e secondo me addirittura pericolosa in velocità su questa superficie il motore non va sotto i 2500 giri e col primo pieno il cdb ha segnato un bèl 7 8 litri per cento km. il cruscotto scricchiola abbastanza forte dopo nemmeno 700 km. Siete contenti voi ? ? Bene tenetevela stretta allora perchè macchine cosi' non ne rifanno... ( speriamo... ) OT: la 307 andava malissimo 8 ( 140.000 km e 2 turbine sostituite... Gli regalai 7 mappature centralina ufficiali pegio' oltre alle egr volani ecc... adesso che non la vedo più ho un'Audi che va come una fucilata... Ciao Andruet. ,,,,,,,,,,,,,,
